category,collection,name,slug,image,short_description,description,price,available,handle
power engineering,power engineering,Reobrix Tractor - Dynamic Version,reobrix-22015-tractor-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTractor-DynamicVersion-750X1000_1.jpg?v=1710486144,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22015</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1828 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 60*40*9.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",0,TRUE,reobrix-22015-tractor-dynamic-version
,,,reobrix-22015-tractor-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTractor-DynamicVersion-750X1000_2.jpg?v=1710486145,,,0,TRUE,reobrix-22015-tractor-dynamic-version
,,,reobrix-22015-tractor-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTractor-DynamicVersion-750X1000_3.jpg?v=1710486145,,,0,TRUE,reobrix-22015-tractor-dynamic-version
,,,reobrix-22015-tractor-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTractor-DynamicVersion-750X1000_4.jpg?v=1710486144,,,0,TRUE,reobrix-22015-tractor-dynamic-version
,,,reobrix-22015-tractor-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTractor-DynamicVersion-750X1000_5.jpg?v=1710486144,,,0,TRUE,reobrix-22015-tractor-dynamic-version
power engineering,power engineering,Reobrix Wheel Excavator,reobrix-22017-wheel-excavator,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsWheelExcavator-1.jpg?v=1710483766,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22017</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 3188 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 62.5*43*12 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",0,TRUE,reobrix-22017-wheel-excavator
,,,reobrix-22017-wheel-excavator,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsWheelExcavator-2.jpg?v=1710483766,,,0,TRUE,reobrix-22017-wheel-excavator
,,,reobrix-22017-wheel-excavator,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsWheelExcavator-3.jpg?v=1710483766,,,0,TRUE,reobrix-22017-wheel-excavator
,,,reobrix-22017-wheel-excavator,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsWheelExcavator-4.jpg?v=1710483767,,,0,TRUE,reobrix-22017-wheel-excavator
,,,reobrix-22017-wheel-excavator,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsWheelExcavator-5.jpg?v=1710483766,,,0,TRUE,reobrix-22017-wheel-excavator
power engineering,power engineering,Reobrix Telescopic Boom Forklift - Dynamic Version,reobrix-22020-telescopic-boom-forklift-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTelescopicBoomForklift-DynamicVersion-1.jpg?v=1710472780,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22020</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2260 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 60*40*9.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",0,TRUE,reobrix-22020-telescopic-boom-forklift-dynamic-version
,,,reobrix-22020-telescopic-boom-forklift-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTelescopicBoomForklift-DynamicVersion-2.jpg?v=1710472780,,,0,TRUE,reobrix-22020-telescopic-boom-forklift-dynamic-version
,,,reobrix-22020-telescopic-boom-forklift-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTelescopicBoomForklift-DynamicVersion-3.jpg?v=1710472781,,,0,TRUE,reobrix-22020-telescopic-boom-forklift-dynamic-version
,,,reobrix-22020-telescopic-boom-forklift-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTelescopicBoomForklift-DynamicVersion-4.jpg?v=1710472779,,,0,TRUE,reobrix-22020-telescopic-boom-forklift-dynamic-version
,,,reobrix-22020-telescopic-boom-forklift-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTelescopicBoomForklift-DynamicVersion-5.jpg?v=1710472779,,,0,TRUE,reobrix-22020-telescopic-boom-forklift-dynamic-version
science fiction,science fiction,Reobrix Three-Variable Robot - Dynamic Version,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableRobot-DynamicVersion-1.jpg?v=1710472913,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33001</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 580 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*7*22.5 CM</span></p>
<div>
<div><span>Package Type: Original packaging included (color box)</span></div>
</div>",0,TRUE,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version
,,,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableRobot-DynamicVersion-2.jpg?v=1710472913,,,0,TRUE,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version
,,,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableRobot-DynamicVersion-3.jpg?v=1710472914,,,0,TRUE,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version
,,,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableRobot-DynamicVersion-4.jpg?v=1710472913,,,0,TRUE,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version
,,,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableRobot-DynamicVersion-5.jpg?v=1710472914,,,0,TRUE,reobrix-33001-¶Ï»õ-three-variable-robot-dynamic-version
