category,collection,name,slug,image,short_description,description,price,available,handle,sku
Medieval,,Reobrix Crusader Inn,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsCrusaderInn-1.jpg?v=1710386998,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66017</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 3214 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 62.5*42.5*9.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66017-crusader-inn,66017
Medieval,,Reobrix Notre-Dame Cathedral,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsNotre-DameCathedral-1.jpg?v=1710386948,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66016</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 8868 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 57*46*22 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66016-notre-dame-cathedral,66016
Medieval,,Reobrix Medieval Town - Windmill,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsMedievalTown-Windmill-1.jpg?v=1710386688,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66014</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2296 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 45*32*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66014-medieval-town-windmill,66014
Pirate Ship,,Reobrix Royal Bay,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsRoyalBay-1.jpg?v=1710475142,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66013</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 4168 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 68*45*16 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66013-royal-bay,66013
Pirate Ship,,Reobrix Pirate Bay,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsPirateBay-1.jpg?v=1710386613,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66012</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2960 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 62.5*43*12 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66012-pirate-bay,66012
Pirate Ship,,Reobrix Royal Sunshine,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsRoyalSunshine-1.jpg?v=1710386547,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66011</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 3162 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 68*45*14 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66011-royal-sunshine,66011
Pirate Ship,,Reobrix Pirate Ship,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsPirateShip-1.jpg?v=1710386260,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66010</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 3066 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 68*45*14 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66010-pirate-ship,66010
Medieval,,Reobrix Treehouse,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTreehouse-1.jpg?v=1710475105,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66008</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2566 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 56*43*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66008-treehouse,66008
Medieval,,Reobrix Fisherman'S Hut,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsFisherman_SHut-1.jpg?v=1710475080,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66007</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2450 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 56*43*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66007-fishermans-hut,66007
Medieval,,Reobrix Used Castle,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsUsedCastle-1.jpg?v=1710483420,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66006</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2722 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 56*43*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66006-used-castle,66006
Medieval,,Reobrix Used Blacksmith Shop,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsUsedBlacksmithShop-1.jpg?v=1710483274,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66005</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2366 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 56*43*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66005-used-blacksmith-shop,66005
Christmas,,Reobrix Fantasy Christmas,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsFantasyChristmas-1.jpg?v=1710475030,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66004</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 845 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 35*40*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66004-fantasy-christmas,66004
Christmas,,Reobrix Santa Claus,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSantaClaus-66001.jpg?v=1710474943,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 66001</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1039 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 35*40*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-66001-santa-claus,66001
Military Remote Control,,Reobrix Missile Tank - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsMissileTank-DynamicVersion-1.jpg?v=1710473098,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 55027</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1488 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 52*40*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-55027-missile-tank-dynamic-version,55027
Military Remote Control,,Reobrix Military Tank - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsMilitaryTank-DynamicVersion-1.jpg?v=1710472958,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 55026</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1516 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 52*40*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-55026-military-tank-dynamic-version,55026
Military,,Reobrix Los Angeles Class SSN Nuclear Submarine,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixLosAngelesClassSSNNuclearSubmarine_1.jpg?v=1715406987,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33049</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2988?<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*22*26 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-los-angeles-class-ssn-nuclear-submarine,33049
Military,,Reobrix SR-72 Reconnaissance Aircraft,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixSR-72ReconnaissanceAircraft_1.jpg?v=1715406088,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix <span>33039?</span></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2071<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-sr-72-reconnaissance-aircraft,33039
Military,,Reobrix B2 Stealth Bomber,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixB2StealthBomber_1.jpg?v=1715399193,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix <span>33038 </span></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2063?<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-b2-stealth-bomber,33038
Military,,Reobrix Ch-53E,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsCh-53E-1.jpg?v=1710396407,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33037</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2192 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33037-ch-53e,33037
Military,,Reobrix Tu160,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTu160-1.jpg?v=1710396485,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33036</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1598 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33036-tu160,33036
Military,,Reobrix Rafale,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsRafale-1.jpg?v=1710396793,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33035</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2099 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33035-rafale,33035
Military,,Reobrix F-15E,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsF-15E-1.jpg?v=1710396874,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33034</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2216 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33034-f-15e,33034
Military,,Reobrix Wz-10,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsWz-10-1.jpg?v=1710396943,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33033</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1366 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33033-wz-10,33033
Military,,Reobrix F14,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsF14-1.jpg?v=1710397514,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33032</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1600 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33032-f14,33032
Military,,Reobrix Ch-47,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsCh-47-1.jpg?v=1710397555,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33031</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1622 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33031-ch-47,33031
Military,,Reobrix Su-57,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSu-57-1.jpg?v=1710397618,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33030</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1456 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33030-su-57,33030
Military,,Reobrix E2,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsE2-1.jpg?v=1710397664,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33029</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1144 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33029-e2,33029
Military,,Reobrix Little J-15,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsLittleJ-15-1.jpg?v=1710486241,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33028</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1066 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33028-little-j-15,33028
Military,,Reobrix F-16,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsF-16-1.jpg?v=1710397707,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33027</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1427 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33027-f-16,33027
Military,,Reobrix Hh-60J,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsHh-60J-1.jpg?v=1710397741,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33026</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1137 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33026-hh-60j,33026
Military,,Reobrix J-20,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsJ-20-1.jpg?v=1710397772,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33025</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1911 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33025-j-20,33025
Military,,Reobrix Mig-29,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsMig-29-1.jpg?v=1710397831,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33024</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1837 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33024-mig-29,33024
Military,,Reobrix J-15,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsJ-15-1.jpg?v=1710397867,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33023</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1999 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33023-j-15,33023
Military,,Reobrix F-18,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsF-18-1.jpg?v=1710397908,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33022</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1387 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33022-f-18,33022
Military,,Reobrix F-35 B,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsF-35B-1.jpg?v=1710397952,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33021</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1600 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33021-f-35-b,33021
Military,,Reobrix F-22,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsF-22-1.jpg?v=1710397981,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33020</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1837 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33020-f-22,33020
Dinosaur,,Reobrix Armed Triceratops,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsArmedTriceratops-1.jpg?v=1710398022,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33003</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 930 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 33*22.5*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33003-armed-triceratops,33003
Dinosaur,,Reobrix Three-Variable Tyrannosaurus Rex,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableTyrannosaurusRex-1.jpg?v=1710398052,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33002</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 940 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 33*22.5*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33002-three-variable-tyrannosaurus-rex,33002
Others,,Reobrix Three-Variable Robot - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsThree-VariableRobot-DynamicVersion-1_26f22c5d-a3b3-4c9f-b49d-f8fd41ea577c.jpg?v=1719455027,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 33001</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 580 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 30*7*22.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-33001-o-three-variable-robot-dynamic-version,33001
Power Engineering,,Reobrix Construction Sets Tractor,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTractor.jpg?v=1711964306,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22027<br data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1741<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*35*12 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-construction-sets-tractor,22027
Power Engineering,,Reobrix Construction Sets Grape Collection Cart,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/reobrixconstructionsetsgrapecollectioncart_4.jpg?v=1711963584,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22026</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2206<br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 43*28*12 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-construction-sets-grape-collection-cart,22026
Power Engineering,,Reobrix Mining Dump Truck,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsMiningDumpTruck-1.jpg?v=1710398124,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22025</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1622 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 49*38*10 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-22025-mining-dump-truck,22025
Power Engineering,,Reobrix Loading Tractor,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsLoadingTractor-1.jpg?v=1710398163,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22024</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1496 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 52*40*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-22024-loading-tractor,22024
Power Engineering,,Reobrix Compressed Garbage Truck - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsCompressedGarbageTruck-DynamicVersion-1.jpg?v=1710398227,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22022</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1468 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 52*40*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-22022-compressed-garbage-truck-dynamic-version,22022
Power Engineering,,Reobrix Model Hook Crane - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsModelHookCrane-DynamicVersion-1.jpg?v=1710472814,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22021</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2950 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 62.5*43*12 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-22021-model-hook-crane-dynamic-version,22021
Power Engineering,,Reobrix Telescopic Boom Forklift - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsTelescopicBoomForklift-DynamicVersion-1.jpg?v=1710472780,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22020</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 2260 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 60*40*9.5 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-22020-telescopic-boom-forklift-dynamic-version,22020
Power Engineering,,Reobrix Snow Leveling Vehicle - Dynamic Version,,https://cdn.shopify.com/s/files/1/0632/2939/5192/files/ReobrixConstructionSetsSnowLevelingVehicle-DynamicVersion-750X1000_1.jpg?v=1710486207,,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Item : Reobrix 22019</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Number of Pieces : 1100 <br></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Dimensions(L x W x H) : 45*32*8 CM</span></p>
<p data-mce-fragment=""1"">Package Type: Original packaging included (color box)</p>",,,reobrix-22019-snow-leveling-vehicle-dynamic-version,22019
